Problem Size,Direct Sum,Indirect Sum,Vector Sum
83886068,1744.748921,1700.531165,2621.33187
16777216,1755.151146,1722.146257,2827.937308
33554432,1755.848794,1728.514963,2800.718826
67108864,1756.890144,1734.78084,2863.205371
134217728,1747.254033,1740.466618,2983.549764
268435456,1756.692251,1731.129097,3092.321221
